"Target",1512,Target,6
"Whirlpool",2551,Whirlpool Corporation,22
"Big Lots",9229,Big Lots,15
"Kforce",3076,Kforce Inc,49
"Cleveland Clinic",5656,Cleveland Clinic,40
"Giant Eagle",2683207,Williams, Moliterno & Scully Co., L.P.A.,0
"Aaron's",1516933,Aaron Chang Ocean Art Galleries,0
"Books-A-Million",1885,Nickelodeon,1
"US Coast Guard",462659,US Coast Guard Auxiliary,0
"Bankers Life & Casualty",5007,Bankers Life and Casualty Company,24
"ExxonMobil",1689,ExxonMobil,2
"Slalom Consulting",166000,Slalom Consulting,12
"Schneider Electric",2329,Schneider Electric,32
"Northern Trust",3831,Northern Trust Corporation,15
"Randstad US",157324,Randstad Technologies US,0
"Levi Strauss",165420,Pcubed,0
"Digitas",8790,Digitas Health LifeBrands,0
"Kindred Healthcare",7616,Kindred Healthcare,27
"Ecolab",4713,Ecolab,44
"SUPERVALU",2912,SUPERVALU,7
"Acosta",8097,Acosta Sales & Marketing,192
"Guitar Center",8359,Guitar Center,12
"Cellular Sales",4729,U.S. Cellular,51
"Cbeyond",162921,Cbeyond,27
"Reachlocal",165676,ReachLocal,13
"Public Storage",1093,Dell,1255
"JoS. A. Bank",42610,Jos. A. Bank Clothiers,3
"KLA-Tencor",2722,KLA-Tencor,30
"LabCorp",923992,National Genetics Institute; a LabCorp subsidiary,0
"MD Anderson",164901,MD Anderson Cancer Center,22
"US Airways",3797,US Airways,4
"FactSet",163755,FactSet,10
"Federal Government",1614,SAIC,200
"LSI",164778,LSI, an Avago Technologies Company,0
"Supermedia",1364700,Inceptor,0
"Harbor Freight Tools",28923,Harbor Freight Tools,3
"Indiana University",3325,Indiana University,3
"Eastman Kodak",1515,Eastman Kodak,12
"Steak n Shake",166152,Steak n Shake,4
"Interactive Intelligence",164405,Interactive Intelligence,48
"O'Reilly Auto Parts",30967,O'Reilly Auto Parts,10
"TD Ameritrade",3388,TD Ameritrade,68
"Wayfair",19857,Wayfair,11
"Albertsons",2911,Albertsons,0
"US Investigations Services",7787,AlixPartners,4
"JetBlue",164535,JetBlue Airways,4
"Life Technologies",1035,Microsoft,2242
"Apollo Education Group",3051,Apollo Education Group,10
"Ashford University",20241,Ashford University,7
"Quintiles",4057,Quintiles,32
"The Buckle",33588,The Buckle, Inc.,0
"Mattress Firm",164876,Mattress Firm,18
"New York City Department of Education",2905,NYC Department of Education,0
"Exelis",256931,Exelis C4i,0
"MassMutual",3631,MassMutual Financial Group,6
"Hospital Corporation of America",3626,HCA,15337
"Education Management Corporation",1550,Kaiser Permanente,44
"Zynga",7284,Academy of Art University,11
"NIH",165107,National Institutes of Health,4
"Jamba Juice",11209,Jamba Juice,0
"Carnegie Mellon University",3147,Carnegie Mellon University,80
"Marvell Technology",3772,Marvell Semiconductor,28
"Party City",6516,DST Systems,9
"C.H. Robinson Worldwide",162987,C.H. Robinson,77
"Duke University",3356,Duke University,6
"Cablevision Systems",4294,Cablevision,20
"Dominion Enterprises",2261895,ZiiOS, LLC,0
"Acxiom",2739,Acxiom,11
"Unilever",625058,Unilever PeopleLink,0
"Lifetouch",8266,Lifetouch,419
"Finish Line",10914,Finish Line,9
"LensCrafters",14088,Lenscrafters,0
"Cornerstone OnDemand",19664,Cornerstone OnDemand,44
"MarketSource",6743,MarketSource,779
"Iron Mountain Inc",3780,Iron Mountain,31
"Wells Fargo Advisors",1235,Wells Fargo,94
"E*TRADE Financial",11516,Aramex,0
"Cricket Communications",5780,Cricket Wireless,4
"AXA Advisors",5120,AXA Advisors,11
"Washington University in St. Louis",4608,Washington University in St. Louis,5
"Adecco USA",1930,Adecco Staffing, USA,14
"Brocade Communications",5853,Westcon,7
"Hallmark",4798,Hallmark Cards,4
"Ingersoll-Rand",3175,Ingersoll Rand,31
"Qwest",1638,Qwest,0
"Fred Meyer",4914,Kroger,3
"Xilinx",2770015,Bottom Line Technologies, Inc,0
"MathWorks",1851745,MathWorks Consulting,0
"CoStar Group",7027,CoStar Group,51
"Boston Consulting Group",1784,The Boston Consulting Group,3
"Salvation Army",166406,The Salvation Army,417
"Arby's",11874,Arby's Restaurant Group, Inc.,20
"Wawa",12241,Wawa, Inc.,14
"DuPont",2155,DuPont,26
"KFC",3408,Yum! Restaurants International,0
"Bob Evans",27803,Bob Evans,1010
"T.G.I. Friday's",11520,T.G.I. Fridays,5
"Jo-Ann Stores",164543,Jo-Ann Stores, LLC.,1008
"Epsilon",3776,Epsilon,308
"Flextronics",2279,Flextronics,193
"Boston University",3556,Boston University,99
"International Game Technology",5147,IGT,50
"Maxim Integrated",3766972,Barksteel Systems,0
"Crate & Barrel",9849,Crate and Barrel,5
"kumon north american", null, null, null"Mary Kay",2835,Mary Kay Inc.,12
"Newell Rubbermaid",157237,Newell Rubbermaid,12
"Panda Express",3065793,WBT Industries,0
"Yale University",4071,Yale University Careers,7
"Sodexo",3402,Sodexo,52
"American Automobile Association (AAA)",3243196,Seminole Hard Rock Hotel & Casino Tampa,0
"Texas Roadhouse",20139,Texas Roadhouse,0
"Houghton Mifflin Harcourt",3980,Houghton Mifflin Harcourt,31
"GLOBALFOUNDRIES",241309,GLOBALFOUNDRIES,14
"T. Rowe Price",157329,T. Rowe Price,41
"Coldwater Creek",7521,Coldwater Creek,0
"Volt Information",2594,Volt Information Sciences,0
"University of Arizona",4734,The University of Arizona,81
"Sapient",2145,Sapient,17
"Nortel Networks",25672,Continuant,1
"TE Connectivity",2059,TE Connectivity,16
"Talbots",8294,Talbots,5
"American Family Insurance",4647,American Family Insurance,99
"Blue Shield Of California",2619,WellPoint,27
"St. Jude Medical",4345,St. Jude Medical,20
"Foot Locker",163864,Foot Locker,5
"BMC Software",1597,BMC Software,41
"The Campus Special",7257,University of New Hampshire,7
"BD",3102,BD,169
"Emory University",3889,Emory University,14
"Vocus",12052,Vocus,4
"BJ's Wholesale Club",8403,BJ's Wholesale Club,8
"North Carolina State University",4813,NC State University,1
"CH2M HILL",3739,CH2M HILL,243
"Cost Plus",4556,Texas A&M University,86
"David's Bridal",10883,David's Bridal,2
"Georgia-Pacific Corporation",166521,TSYS,77
"US Foods",166714,US Foods,1194
"Apria Healthcare",162486,Apria Healthcare,6
"M&T Bank",164798,M&T Bank,8
"Amdocs",1539,Amdocs,3
"GlaxoSmithKline",429603,G2 Worldwide,13
"L'Oréal USA",2591827,Maximus Spa Salon,0
"InterContinental Hotels",3549,IHG - InterContinental Hotels Group,3
"Gymboree",2504345,Gymboree Play & Music of Ocean & Howell, NJ,0
"Beckman Coulter",162677,Beckman Coulter,15
"Geek Squad",8934,Geek Squad,0
"Allscripts",7094,Allscripts,48
"Discovery Communications",2928,Discovery Communications,14
"College Works Painting",163145,College Works Painting,0
"College Works Painting",163145,College Works Painting,0
"LivingSocial",481652,LivingSocial,46
"Aon",2041,Aon,13
"Tiffany & Co.",1017693,Tiffany Blackstone Photography,0
"Justice Just for Girls",3694113,REST,0
"McMaster-Carr",5264,McMaster-Carr,3
"Condé Nast",3308,Condé Nast,7
"Union Pacific",5992,Union Pacific Railroad,5
"Sabre",2113,Sabre Corporation,73
"Bechtel",87935,Bechtel Jacobs,0
"ICF International",5742,ICF International,18
"Panduit",165394,Panduit,4
"University of Wisconsin",4099,University of Wisconsin-Madison,529
"P.F. Chang's",1085528,Cuisine On The Scene,0
"Men's Wearhouse",410499,Men's Wearhouse,14
"Dow Jones",1431,PepsiCo,691
"Dairy Queen",389308,Mobivity,0
"GoDaddy",7846,GoDaddy,19
"BlackBerry",2647412,Blackberry Repair Centre,0
"Hitachi Consulting",4049,Hitachi Consulting,30
"Monster Worldwide",1844,Monster Worldwide,1
"Altria",6414,Altria,12
"Claire's Stores",30498,Claire's Accessories,0
"Teavana",404019,Teavana,5
"Coldwell Banker",2037,Coldwell Banker,1
"Michigan State",166139,State of Michigan,0
"Huron Consulting Group",5751,Huron Consulting Group,98
"Jewel-Osco",302777,jewel-osco,0
"Shoprite Supermarkets",5188779,Stevens Design & Animation, LLC,0
"Fluor",3681,Fluor Corporation,6
"The World Bank",1123,Bank of America,28
"National Oilwell Varco",3624302,World Petroleum Supply, Inc.,0
"White House Black Market",163019,Chico's FAS Inc.,587
"Cold Stone Creamery",92406,Kahala,1
"AstraZeneca",6169,MedImmune,41
"Compuware",1976,Compuware,12
"Sterling Jewelers",16684,Sterling Jewelers,6
"Clorox",166360,The Clorox Company,67
"Rockwell Automation",2498,Rockwell Automation,76
"Emeritus Senior Living",28965,Emeritus,4
"Grant Thornton",2432,Grant Thornton LLP,74
"New York & Company",6360,New York Presbyterian Hospital,209
"AmeriCorps",1550928,AmeriCorps St. Louis,0
"BBVA Compass",269755,BBVA Compass,18
"Asurion",162563,Asurion,45
"Nationstar Mortgage",8112,Nationstar Mortgage,12
"TruGreen",2694961,TruGreen,8
"Nestlé Purina PetCare",1396,Nestlé Purina North America,27
"SAS Institute",1491,SAS,18
"University of Georgia",166638,University of Georgia,2
"McAfee",2336,McAfee,37
"EarthLink",1591196,EarthLink Business,51
"Garmin",9240,Garmin International,22
"Rain Bird",2392792,Watermaster Irrigation Supply,0
"University of Utah",4888,University of Utah - Employment,320
"Ryder System",4453,Ryder System, Inc.,9
"MarketStar",8111,MarketStar,5
"J.B. Hunt",164527,JB Hunt Transport Services, Inc.,2
"ConocoPhillips",3600,ConocoPhillips,46
"Sunrise Senior Living",7291,Sunrise Senior Living,22
"ESPN",3595,ESPN,18
"US Department of State",2998,US Department of Homeland Security,141
"Marsh & McLennan Companies",1096648,Marsh & McLennan Companies, Inc.,21
"Sedgwick Claims Management Services",3127,Fidelity National Financial,0
"Pharmaceutical Product Development",4430,PPD,50
"Vitamin Shoppe",166421,The Vitamin Shoppe,19
"Union Bank N.A.",4375,Union Bank,14
"ConAgra Foods",15153,Element 79,0
"Memorial Sloan-Kettering",5630,Memorial Sloan Kettering Cancer Center,72
"Nuance",3719,Nuance Communications,27
"Coventry Health Care",5564,Coventry Health Care, an Aetna Company,0
"Support.com",2719847,Total Tec Solutions,0
"Vail Resorts",7917,Vail Resorts,8
"MAXIMUS",164881,MAXIMUS,26
"Blackbaud",162724,Blackbaud,95
"Genesis HealthCare",11716,Genesis HealthCare,2
"Seagate Technology",2868,Seagate Technology,57
"Expeditors",5650,Expeditors,0
"Pratt & Whitney",2425,Pratt & Whitney,3
"Cinemark",20013,Cinemark,217
"Guess?",164086,GUESS?, Inc.,12
"Advisory Board",166346,The Advisory Board Company,143
"Parker Hannifin",4591,Parker Hannifin,28
"Western Digital",4593,WD, a Western Digital company,11
"Heinz",1111451,The H. John Heinz III Center for Science, Economics and the Environment,0
"UC Irvine",4418,UC Irvine,3
"Von Maur",166840,Von Maur,0
"University of Missouri",5442,University of Missouri,6
"QuikTrip",3223405,Midlothian Economic Development,0
"American Apparel",1678,Banana Republic / Gap Inc.,5
"Banfield Pet Hospital",10069,Banfield Pet Hospital,3
"Westinghouse",166921,Westinghouse Electric Company,0
"UPMC",3460,UPMC,1
"Regus",1769577,REGUS RECRUITMENT LTD,0
"Shell",1274,Shell Trading,0
"Fossil",163880,Fossil Group, Inc.,197
"Speedway LLC",2423445,Speedway Motorsports, Inc. (SMI),0
"Waffle House",3612215,Charm Etiquette,0
"Sysco",5343,Sysco,2
"Windstream",12709,Windstream Communications,33
"Express Employment Professionals",163746,Express Employment Professionals,15
"Kiewit Corporation",9585,Kiewit,12
"Alpine Access",162389,Alpine Access,0
"Covance",2468714,Ganado Painting and Wallcovering, Inc.,0
"rue21",2987936,Browman Development Company,0
"Chuck E. Cheese's",38510,CEC Entertainment,0
"Synopsys",2457,Synopsys,15
"Ceridian",3169,Ceridian,7
"Amedisys",489764,Beacon Hospice, an Amedisys company,0
"Dex One",735025,Dex Media,8
"Bright Horizons Family Solutions",9187,Bright Horizons,11
"Mayo Clinic",4725,Mayo Clinic,1
"TIBCO Software",30324,Intelliswift,0
"Delphi",2569480,Delphi Research Services Pvt. Ltd.,0
"Hot Topic",10340,Hot Topic,2
"Caribou Coffee",17435,Caribou Coffee,0
"Ogilvy & Mather",1673,Ogilvy & Mather,133
"ManTech",5461,ManTech,1837
"Denny's",2925294,Denny Manufacturing,0
"University of Illinois at Chicago",2649,University of Illinois at Chicago,26
"Spherion",2266,Spherion,3
"Maurices",31832,maurices,1
"In-N-Out Burger",265695,In-N-Out Burger,2
"Follett Higher Education Group",328678,Digital College Network,0
"Virginia Tech",2271322,Lean@VirginiaTech,0
"U-Haul",460149,Uhaul,1687
"Banner Health",8302,Banner Health,67
"Boy Scouts of America",8118,Boy Scouts of America,3
"Guidewire",9624,Guidewire Software,36
"Family Video",3007,Universal Music Group,2
"Ace Hardware",162258,Ace Hardware,4
"Stream Global Services",4372,Stream Global Services,0
"Sikorsky",1182134,Composite Technology, Inc. a Sikorsky Company,0
"Michael Kors",5002652,KEC Ventures,0
"LPL Financial",1218231,The Botsford Group,0
"Little Caesar's",31820,Little Caesars Pizza,1
"Cadence Design Systems",2157,Cadence Design Systems,19
"Ciber",157295,Ciber,91
"Aldo",3640655,Aldo Products Company, Inc.,0
"Sungard Availability Services",1873,Sungard Availability Services,26
"Bon-Ton Stores",294780,The Bon Ton Stores Inc.,0
"Biogen Idec",3961,Biogen Idec,45
"Sitel",3095,Sitel,1
"HCR ManorCare",164148,HCR ManorCare,5129
"Towers Watson",3965,Towers Watson,381
"Ferguson Enterprises",2240,Juniper Networks,127
"eBay Enterprise",164075,eBay Enterprise,38
"MasterCard",3015,MasterCard,125
"Mattel",3213,Mattel Interactive,0
"Brown Brothers Harriman",461672,TRITECH Communications,2
"Sage North America",725007,Sage ERP Africa,0
"Arrow Electronics",3570,Arrow Electronics,6
"TCF Bank",6930,TCF Bank,1
"PACCAR",165374,PACCAR,0
"Forrester Research",4124,Forrester Research,25
"Anheuser-Busch",4510,Anheuser-Busch,1
"Charlotte Russe",15076,Charlotte Russe,3
"Morningstar",5161,Morningstar,33
"Ally Financial",1474,Ally Financial Inc.,18
"UniFirst",17226,UniFirst Corporation,52
"Mosaic Sales Solutions",313622,Mosaic Sales Solutions,779
"Estée Lauder Companies",4059,The Estée Lauder Companies Inc.,12
"ResCare",165710,ResCare,7
"W.L. Gore",5996,W. L. Gore & Associates,16
"PSAV",165585,PSAV,14
"Navigant Consulting",1137763,Kohler HealthCare Consulting, Inc.,0
"McGraw-Hill Education",2933,McGraw-Hill Education,17
"BASF Corporation",163469,Verenium...now part of BASF,0
"Warner Bros.",2470,Warner Bros. Entertainment Group of Companies,18
"Lenovo",3653,Lenovo,23
"TransPerfect",13299,TransPerfect,1
"S&P Ratings",3062,Standard & Poor's,29
"Kaplan Test Prep and Admissions",3345,Kaplan Test Prep,121
"SYKES",4602,Sykes,5
"Jenny Craig",2968439,ECO-STAR ENERGY SOLUTIONS,0
"Primerica",4416,Primerica,25
"TriZetto",166418,TriZetto Corporation,13
"Esri",5311,Esri,444
"Ryan, LLC",218114,Genz-Ryan,0
"Diebold",1573005,Diebold Ventures,0
"Lord & Taylor",9082,Lord & Taylor,2
"Ritz-Carlton",2311,Marriott International,2125
"Hastings Entertainment",1713684,Viper Comics,0
"Clearwire",6301,Clearwire,0
"PAREXEL",4451,PAREXEL,43
"Medco Health",3546504,Medco Medical Supply,0
"Wiley",3567520,Wiley's Online,0
"Pilot Flying J",165472,Pilot Flying J,0
"Weatherford",166897,Weatherford,82
"Eddie Bauer",157346,Eddie Bauer,18
"Bose",4030,Bose Corporation,276
"MedAssets",14658,MedAssets,19
"Con-way Freight",4870,Con-way, Inc.,1352
"KBR",2219,KBR, Inc.,7
"Heartland Payment Systems",11054,Heartland Payment Systems,122
"Red Hat",3545,Red Hat,134
"Altera",3864,Altera,1
"Perficient",165444,Perficient,15
"Infor Global",18865,UXC Eclipse,2
"Luxottica",164787,Luxottica Retail North America,19
"ING",5723,ING Investment Management,0
"Schwan's",6234,The Schwan Food Company,7
"American Heart Association",157306,American Heart Association | American Stroke Association,8
"Weight Watchers",1080815,Joan Marie Verba, Health Coach,0
"Cameron",162873,Cameron,190
"Ingram Micro",2576,Ingram Micro,13
"Anonymous Content",23201,Anonymous Content,0
"Lionbridge",3117,Lionbridge,26
"Gallup",166373,Gallup,6
"Reynolds American",165749,RJ Reynolds,2
"Experian",2534,Experian,39
"Teradata",1466,Teradata,245
"Zara",2154626,Chez|Zara,0
"MicroStrategy",3643,MicroStrategy,51
"MAC Cosmetics",11674,MAC Cosmetics,17
"Nokia Networks",125389,Wirkle Inc.,0
"ZS Associates",5240,ZS Associates,16
"Autonomy",4014,HP Autonomy,5
"Novell",1457,Novell,13
"Zurich North America",2459,Zurich North America,70
"DynCorp International",7005,DynCorp International,4
"Hitachi Data Systems",3065,Hitachi Data Systems,16
"Enlivant",41806,Enlivant,9
"DHL Express",2245177,US 30 Post Express,0
"Mentor Graphics",2697,Mentor Graphics,32
"AllianceBernstein",3796,AllianceBernstein,76
"Polycom",3296,Polycom,16
"Syntel",4280,Syntel,4
"Colgate-Palmolive",3459,Young & Rubicam,2
"Serco, Inc.",3402,Sodexo,52
"Manhattan Associates",4376,Manhattan Associates,39
"Western Union",5992,Union Pacific Railroad,5
"Franklin Templeton Investments",1966276,Franklin Square Capital Partners,2
"Rolls-Royce",3871,Rolls-Royce,44
"Informatica",3858,Informatica,26
"D&B",2385,Dun and Bradstreet,3
"SuccessFactors",166185,SuccessFactors,20
"IBM Research",1009,IBM,2151
"Booz & Company",1403,Booz Allen Hamilton,42
"G4S",5355,G4S,0
"United Nations",1860,United Nations,0
"iGATE",3683,iGate Mastech,0
"Four Seasons",6830,State of Indiana,8
"Avery Dennison",3321,Avery Dennison,23
"Peace Corps",3441,Peace Corps,60
"Broadridge",11834,Broadridge Financial Solutions,54
"Mars",1547,Mars Petcare,12
"PTC",6817,Enigma (now part of PTC http://www.linkedin.com/company/ptc),0
"Analog Devices",1959,Freescale Semiconductor,17
"Akamai",3925,Akamai Technologies,174
"The Body Shop",6358,The Body Shop,0
"Sutherland Global Services",6339,Sutherland Global Services,15
"adidas Group",165069,Mullen,0
"Avid Technology",3249,Avid Technology,15
"Barclays",1796723,Barclays Center,0
"Sony",1252,Sony,5
"RB",2968969,RB Production Rentals,0
"Toyota",2109,Toyota,5
"SunGard",1872,SunGard,78
"Tech Mahindra",3067,Tech Mahindra,7
"Continental",4673,Continental Airlines,0
"Markit",142810,Markit Securities Finance,0
"FICO",3398,FICO,55
"Emerson Process Management",415267,Turbine Control Service Associates, Inc.,0
"Adecco",1930,Adecco Staffing, USA,15
"Novartis",1406,Novartis,23
"Samsung Group",4100,Starcom MediaVest Group,10
"IHS",164306,IHS,69
"BNP Paribas",2500,Havas Worldwide,24
"Ipsos",4322,Ipsos Reid,0
"Ariba",2818,Ariba,24
"Cypress Semiconductor",3579,Cypress Semiconductor Corporation,7
"UBS Investment Bank",2460414,GoBuyside Inc.,2
"JDA Software",3267,JDA Software,31
"Royal Dutch Shell",1605057,Thinking Edge, LLC,0
"Huawei Technologies",3014,Huawei Technologies,20
"Mahindra Satyam",1857,Tech Mahindra (formerly Mahindra Satyam),0
"Collabera",24440,Collabera,23
"A.T. Kearney",2196,A.T. Kearney,4
"BHP Billiton",2701990,Flex Force Pty ltd,0
"IBM India",246518,BitWise Inc,0
"Nestlé",1395,Nestlé Waters North America,17
"UST Global",12770,UST Global,0
"Société Générale",163803,Newedge,0
"Keane",1738711,KEANE,3
"Royal Bank of Scotland",167027,ZenithOptimedia Group I The ROI Agency,6
"Aditya Birla Minacs",12801,The Minacs Group,4
"MphasiS",66441,Mphasis Wyde,0
"Philips Electronics",2778323,One-Red LLC,0
"WorleyParsons",547872,NANA WorleyParsons,0
"Sanofi-Aventis",44487,Knack Systems,0
"IMS Health",3331,IMS Health,43
"Marcus Evans",323500,THG Sports,0
"Sun Life",2483244,SunLife Home Health,0
"ABC",1299,Disney ABC Television Group,18
"L&T Infotech",4500,L&T Infotech,0
"OpenText",8761,EasyLink Services - now a part of OpenText,0
"S&P Capital IQ",162892,S&P Capital IQ,70
"STMicroelectronics",3356671,NFC Forum,0
"SapientNitro",32745,SapientNitro,41
"Diageo",325292,Syncapse,0
"Fujitsu",1377,Fujitsu Network Communications,2
"Macquarie Group",3537,Macquarie Group,8
"ThoughtWorks",157356,ThoughtWorks,17
"Frost & Sullivan",4506,Frost & Sullivan,0
"NetCracker Technology",165155,NetCracker,1
"Tim Hortons",3193519,Kelton Enterprises, LLC,0
"Headstrong",4386,Genpact Headstrong Capital Markets,10
"Genpact",210064,GENPACT,20
"FDM Group",1636835,Incodema Inc.,0
"Mindtree",4300,Mindtree,7
"BMO Financial Group",164126,BMO Harris Bank,859
"Atos",32631,San Diego Data Processing Corporation,0
"LG Electronics",3503,LG Electronics,63
"BT",1181,BT Global Services,10
"Ubisoft",319643,Zong,0
"Mu Sigma",37734,Mu Sigma,5
"Robert Bosch",165755,Bosch North America,52
"Altisource",462395,Altisource,10
"Orange Business Services",1112,Orange Business Services,1
"Royal Bank of Canada",1800,RBC Capital Markets,75
"Virtusa",5140,Virtusa,5
"Airbus Group",31454,Airbus Helicopters, Inc.,1
"L'Oréal",7677,E2open,6
"Aricent",3229,Aricent,2
"Polaris FT",97785,America's PowerSports,0
"Standard Chartered Bank",166268,TBWA\Worldwide,0
"Symphony Teleca",4301,Symphony Teleca,1
"Exl Service",163743,EXL,9
"KPIT Technologies",5521,KPIT,0
"ABB Group",31406,Baldor Electric Company – A Member of the ABB Group,39
"Persistent Systems (India)",27492,Norwest Venture Partners,0
"Ness Technologies",3495,Ness Technologies,0
"NIIT Technologies",271908,NIIT Technologies Limited,0
"Scotiabank",163875,Fortent,0
"Larsen & Toubro",4500,L&T Infotech,0
"Sasken",738520,Bryte Telecom, LLC,0
"KPMG International",3357260,KPMG Corporate Finance LLC,0
"CMC",24162,CMC Biologics,0
"Manulife Financial",2690,John Hancock Financial Services,91
"Logica",3695558,Logica Capital Advisers LLC,0
"TELUS",444501,TELUS International Philippines,0
"GlobalLogic",164008,GlobalLogic,9
"Cisco Systems India",27492,Norwest Venture Partners,0
"Vodafone",32745,SapientNitro,41
"University of Toronto",3663,Rotman School of Management, University of Toronto,0
"CIBC",1824,CIBC World Markets,0
"Axis Bank",2416656,AXIS LLC,0
"National University of Singapore",3148403,Technische Universität München Asia (German Institute of Science & Technology - TUM Asia),0
"ICICI Bank",13084,Pramati Technologies,0
"Reliance Industries",3960,Ciena,31
"WalMart Canada",163590,Ektron,3
"eClerx",17312,eClerx,0
